Producto,Precio,Descripción,Foto
Colegiala,$15.000,Ejemplo de muñeca personalizada colegiala. Variedad de pelos disponible,https://raw.githubusercontent.com/auguslatorre/diepuppe/master/Img/IMG_4430.JPG
